Frequency,Gen(mV),R,L,C,,Frequency,Gen(V),R,L,C
27149.581,2.483,0.544,4.275,1.992,,2.71E+04,2.48E-03,5.44E-04,4.28E-03,1.99E-03
27199.747,2.483,0.542,4.264,1.98,,2.72E+04,2.48E-03,5.42E-04,4.26E-03,1.98E-03
27249.675,2.483,0.54,4.254,1.967,,2.72E+04,2.48E-03,5.40E-04,4.25E-03,1.97E-03
27249.651,2.483,0.54,4.254,1.968,,2.72E+04,2.48E-03,5.40E-04,4.25E-03,1.97E-03
27299.75,2.483,0.537,4.244,1.955,,2.73E+04,2.48E-03,5.37E-04,4.24E-03,1.96E-03
27299.723,2.483,0.537,4.244,1.955,,2.73E+04,2.48E-03,5.37E-04,4.24E-03,1.96E-03
27349.677,2.483,0.535,4.234,1.943,,2.73E+04,2.48E-03,5.35E-04,4.23E-03,1.94E-03
27399.804,2.484,0.533,4.224,1.931,,2.74E+04,2.48E-03,5.33E-04,4.22E-03,1.93E-03
27399.777,2.483,0.533,4.224,1.931,,2.74E+04,2.48E-03,5.33E-04,4.22E-03,1.93E-03
27449.738,2.483,0.531,4.214,1.919,,2.74E+04,2.48E-03,5.31E-04,4.21E-03,1.92E-03
27499.825,2.483,0.528,4.205,1.907,,2.75E+04,2.48E-03,5.28E-04,4.21E-03,1.91E-03
27499.856,2.483,0.528,4.205,1.907,,2.75E+04,2.48E-03,5.28E-04,4.21E-03,1.91E-03
27549.706,2.484,0.526,4.194,1.896,,2.75E+04,2.48E-03,5.26E-04,4.19E-03,1.90E-03
27549.76,2.484,0.526,4.195,1.896,,2.75E+04,2.48E-03,5.26E-04,4.20E-03,1.90E-03
27599.659,2.484,0.524,4.185,1.884,,2.76E+04,2.48E-03,5.24E-04,4.19E-03,1.88E-03
27649.761,2.484,0.522,4.175,1.872,,2.76E+04,2.48E-03,5.22E-04,4.18E-03,1.87E-03
27649.752,2.484,0.522,4.176,1.873,,2.76E+04,2.48E-03,5.22E-04,4.18E-03,1.87E-03
27699.692,2.484,0.519,4.166,1.861,,2.77E+04,2.48E-03,5.19E-04,4.17E-03,1.86E-03
27699.7,2.484,0.519,4.166,1.861,,2.77E+04,2.48E-03,5.19E-04,4.17E-03,1.86E-03
27749.761,2.484,0.517,4.156,1.85,,2.77E+04,2.48E-03,5.17E-04,4.16E-03,1.85E-03
27799.699,2.484,0.515,4.147,1.838,,2.78E+04,2.48E-03,5.15E-04,4.15E-03,1.84E-03
27799.754,2.484,0.515,4.147,1.838,,2.78E+04,2.48E-03,5.15E-04,4.15E-03,1.84E-03
27849.801,2.485,0.513,4.138,1.827,,2.78E+04,2.49E-03,5.13E-04,4.14E-03,1.83E-03
27849.808,2.484,0.513,4.138,1.827,,2.78E+04,2.48E-03,5.13E-04,4.14E-03,1.83E-03
27899.738,2.484,0.511,4.129,1.816,,2.79E+04,2.48E-03,5.11E-04,4.13E-03,1.82E-03
27949.631,2.484,0.509,4.119,1.805,,2.79E+04,2.48E-03,5.09E-04,4.12E-03,1.81E-03
27949.603,2.484,0.509,4.12,1.805,,2.79E+04,2.48E-03,5.09E-04,4.12E-03,1.81E-03
27999.739,2.484,0.507,4.111,1.795,,2.80E+04,2.48E-03,5.07E-04,4.11E-03,1.80E-03
28049.658,2.484,0.505,4.101,1.784,,2.80E+04,2.48E-03,5.05E-04,4.10E-03,1.78E-03
28049.639,2.484,0.505,4.101,1.784,,2.80E+04,2.48E-03,5.05E-04,4.10E-03,1.78E-03
28099.792,2.484,0.503,4.092,1.773,,2.81E+04,2.48E-03,5.03E-04,4.09E-03,1.77E-03
28099.749,2.485,0.503,4.092,1.773,,2.81E+04,2.49E-03,5.03E-04,4.09E-03,1.77E-03
28149.655,2.484,0.501,4.083,1.762,,2.81E+04,2.48E-03,5.01E-04,4.08E-03,1.76E-03
28199.772,2.485,0.499,4.075,1.752,,2.82E+04,2.49E-03,4.99E-04,4.08E-03,1.75E-03
28199.788,2.485,0.499,4.075,1.752,,2.82E+04,2.49E-03,4.99E-04,4.08E-03,1.75E-03
28249.72,2.485,0.497,4.066,1.742,,2.82E+04,2.49E-03,4.97E-04,4.07E-03,1.74E-03
28249.707,2.485,0.497,4.066,1.742,,2.82E+04,2.49E-03,4.97E-04,4.07E-03,1.74E-03
28299.649,2.485,0.495,4.058,1.732,,2.83E+04,2.49E-03,4.95E-04,4.06E-03,1.73E-03
28349.738,2.485,0.493,4.049,1.721,,2.83E+04,2.49E-03,4.93E-04,4.05E-03,1.72E-03
28349.688,2.485,0.493,4.049,1.722,,2.83E+04,2.49E-03,4.93E-04,4.05E-03,1.72E-03
28399.625,2.485,0.491,4.041,1.712,,2.84E+04,2.49E-03,4.91E-04,4.04E-03,1.71E-03
28399.714,2.485,0.491,4.041,1.712,,2.84E+04,2.49E-03,4.91E-04,4.04E-03,1.71E-03
28449.78,2.485,0.489,4.032,1.702,,2.84E+04,2.49E-03,4.89E-04,4.03E-03,1.70E-03
28499.638,2.485,0.487,4.024,1.692,,2.85E+04,2.49E-03,4.87E-04,4.02E-03,1.69E-03
28499.682,2.485,0.487,4.024,1.692,,2.85E+04,2.49E-03,4.87E-04,4.02E-03,1.69E-03
28549.822,2.485,0.485,4.016,1.682,,2.85E+04,2.49E-03,4.85E-04,4.02E-03,1.68E-03
28549.786,2.485,0.485,4.016,1.682,,2.85E+04,2.49E-03,4.85E-04,4.02E-03,1.68E-03
28599.659,2.485,0.483,4.007,1.672,,2.86E+04,2.49E-03,4.83E-04,4.01E-03,1.67E-03
28649.768,2.486,0.481,3.999,1.663,,2.86E+04,2.49E-03,4.81E-04,4.00E-03,1.66E-03
28649.758,2.485,0.481,3.999,1.663,,2.86E+04,2.49E-03,4.81E-04,4.00E-03,1.66E-03
28699.788,2.486,0.48,3.992,1.653,,2.87E+04,2.49E-03,4.80E-04,3.99E-03,1.65E-03
28749.673,2.486,0.478,3.984,1.644,,2.87E+04,2.49E-03,4.78E-04,3.98E-03,1.64E-03
28749.682,2.486,0.478,3.983,1.644,,2.87E+04,2.49E-03,4.78E-04,3.98E-03,1.64E-03
28799.774,2.486,0.476,3.975,1.634,,2.88E+04,2.49E-03,4.76E-04,3.98E-03,1.63E-03
28799.759,2.485,0.476,3.976,1.634,,2.88E+04,2.49E-03,4.76E-04,3.98E-03,1.63E-03
28849.622,2.486,0.474,3.968,1.625,,2.88E+04,2.49E-03,4.74E-04,3.97E-03,1.63E-03
28899.743,2.486,0.472,3.96,1.616,,2.89E+04,2.49E-03,4.72E-04,3.96E-03,1.62E-03
28899.771,2.486,0.472,3.96,1.616,,2.89E+04,2.49E-03,4.72E-04,3.96E-03,1.62E-03
28949.666,2.486,0.471,3.952,1.607,,2.89E+04,2.49E-03,4.71E-04,3.95E-03,1.61E-03
28949.676,2.486,0.471,3.952,1.607,,2.89E+04,2.49E-03,4.71E-04,3.95E-03,1.61E-03
28999.8,2.486,0.469,3.945,1.598,,2.90E+04,2.49E-03,4.69E-04,3.95E-03,1.60E-03
29049.689,2.486,0.467,3.936,1.588,,2.90E+04,2.49E-03,4.67E-04,3.94E-03,1.59E-03
29049.698,2.486,0.467,3.937,1.588,,2.90E+04,2.49E-03,4.67E-04,3.94E-03,1.59E-03
29099.673,2.486,0.465,3.929,1.579,,2.91E+04,2.49E-03,4.65E-04,3.93E-03,1.58E-03
29099.631,2.486,0.465,3.929,1.579,,2.91E+04,2.49E-03,4.65E-04,3.93E-03,1.58E-03
29149.737,2.486,0.464,3.921,1.571,,2.91E+04,2.49E-03,4.64E-04,3.92E-03,1.57E-03
29199.605,2.486,0.462,3.914,1.562,,2.92E+04,2.49E-03,4.62E-04,3.91E-03,1.56E-03
29199.618,2.486,0.462,3.914,1.562,,2.92E+04,2.49E-03,4.62E-04,3.91E-03,1.56E-03
29249.707,2.486,0.46,3.906,1.553,,2.92E+04,2.49E-03,4.60E-04,3.91E-03,1.55E-03
29299.712,2.486,0.458,3.899,1.544,,2.93E+04,2.49E-03,4.58E-04,3.90E-03,1.54E-03
29299.677,2.486,0.458,3.899,1.544,,2.93E+04,2.49E-03,4.58E-04,3.90E-03,1.54E-03
29349.711,2.486,0.457,3.891,1.536,,2.93E+04,2.49E-03,4.57E-04,3.89E-03,1.54E-03
29349.715,2.486,0.457,3.892,1.536,,2.93E+04,2.49E-03,4.57E-04,3.89E-03,1.54E-03
29399.683,2.486,0.455,3.884,1.527,,2.94E+04,2.49E-03,4.55E-04,3.88E-03,1.53E-03
29449.588,2.486,0.453,3.877,1.519,,2.94E+04,2.49E-03,4.53E-04,3.88E-03,1.52E-03
29449.618,2.487,0.453,3.877,1.519,,2.94E+04,2.49E-03,4.53E-04,3.88E-03,1.52E-03
29499.72,2.487,0.452,3.87,1.51,,2.95E+04,2.49E-03,4.52E-04,3.87E-03,1.51E-03
29499.739,2.486,0.452,3.87,1.51,,2.95E+04,2.49E-03,4.52E-04,3.87E-03,1.51E-03
29549.633,2.486,0.45,3.863,1.502,,2.95E+04,2.49E-03,4.50E-04,3.86E-03,1.50E-03
29599.75,2.487,0.449,3.856,1.494,,2.96E+04,2.49E-03,4.49E-04,3.86E-03,1.49E-03
29599.733,2.486,0.448,3.856,1.494,,2.96E+04,2.49E-03,4.48E-04,3.86E-03,1.49E-03
29649.682,2.487,0.447,3.849,1.486,,2.96E+04,2.49E-03,4.47E-04,3.85E-03,1.49E-03
29649.664,2.487,0.447,3.849,1.486,,2.96E+04,2.49E-03,4.47E-04,3.85E-03,1.49E-03
29699.762,2.486,0.445,3.841,1.477,,2.97E+04,2.49E-03,4.45E-04,3.84E-03,1.48E-03
29749.692,2.487,0.444,3.835,1.469,,2.97E+04,2.49E-03,4.44E-04,3.84E-03,1.47E-03
29749.689,2.487,0.444,3.835,1.469,,2.97E+04,2.49E-03,4.44E-04,3.84E-03,1.47E-03
29799.798,2.487,0.442,3.828,1.461,,2.98E+04,2.49E-03,4.42E-04,3.83E-03,1.46E-03
29849.72,2.487,0.44,3.821,1.453,,2.98E+04,2.49E-03,4.40E-04,3.82E-03,1.45E-03
29849.718,2.487,0.44,3.821,1.453,,2.98E+04,2.49E-03,4.40E-04,3.82E-03,1.45E-03
29899.581,2.487,0.439,3.815,1.445,,2.99E+04,2.49E-03,4.39E-04,3.82E-03,1.45E-03
29899.6,2.487,0.439,3.815,1.446,,2.99E+04,2.49E-03,4.39E-04,3.82E-03,1.45E-03
29949.741,2.487,0.437,3.808,1.438,,2.99E+04,2.49E-03,4.37E-04,3.81E-03,1.44E-03
29999.63,2.487,0.436,3.801,1.43,,3.00E+04,2.49E-03,4.36E-04,3.80E-03,1.43E-03
29999.631,2.487,0.436,3.801,1.43,,3.00E+04,2.49E-03,4.36E-04,3.80E-03,1.43E-03
30049.783,2.487,0.434,3.795,1.422,,3.00E+04,2.49E-03,4.34E-04,3.80E-03,1.42E-03
30049.764,2.487,0.434,3.795,1.422,,3.00E+04,2.49E-03,4.34E-04,3.80E-03,1.42E-03
30099.649,2.487,0.433,3.788,1.415,,3.01E+04,2.49E-03,4.33E-04,3.79E-03,1.42E-03
30149.789,2.487,0.431,3.781,1.407,,3.01E+04,2.49E-03,4.31E-04,3.78E-03,1.41E-03
30149.755,2.487,0.431,3.782,1.407,,3.01E+04,2.49E-03,4.31E-04,3.78E-03,1.41E-03
30199.705,2.487,0.43,3.775,1.4,,3.02E+04,2.49E-03,4.30E-04,3.78E-03,1.40E-03
30199.683,2.487,0.43,3.775,1.4,,3.02E+04,2.49E-03,4.30E-04,3.78E-03,1.40E-03
30249.612,2.488,0.428,3.769,1.392,,3.02E+04,2.49E-03,4.28E-04,3.77E-03,1.39E-03
30299.727,2.487,0.427,3.762,1.385,,3.03E+04,2.49E-03,4.27E-04,3.76E-03,1.39E-03
30299.702,2.487,0.427,3.763,1.385,,3.03E+04,2.49E-03,4.27E-04,3.76E-03,1.39E-03
30349.63,2.487,0.425,3.756,1.378,,3.03E+04,2.49E-03,4.25E-04,3.76E-03,1.38E-03
30349.687,2.488,0.425,3.756,1.378,,3.03E+04,2.49E-03,4.25E-04,3.76E-03,1.38E-03
30399.698,2.487,0.424,3.75,1.371,,3.04E+04,2.49E-03,4.24E-04,3.75E-03,1.37E-03
30449.637,2.487,0.423,3.744,1.363,,3.04E+04,2.49E-03,4.23E-04,3.74E-03,1.36E-03
30449.625,2.487,0.422,3.743,1.363,,3.04E+04,2.49E-03,4.22E-04,3.74E-03,1.36E-03
30499.774,2.487,0.421,3.737,1.356,,3.05E+04,2.49E-03,4.21E-04,3.74E-03,1.36E-03
30549.712,2.488,0.42,3.731,1.349,,3.05E+04,2.49E-03,4.20E-04,3.73E-03,1.35E-03
30549.693,2.487,0.42,3.731,1.349,,3.05E+04,2.49E-03,4.20E-04,3.73E-03,1.35E-03
30599.579,2.488,0.418,3.725,1.342,,3.06E+04,2.49E-03,4.18E-04,3.73E-03,1.34E-03
30599.563,2.488,0.418,3.725,1.342,,3.06E+04,2.49E-03,4.18E-04,3.73E-03,1.34E-03
30649.686,2.488,0.417,3.719,1.335,,3.06E+04,2.49E-03,4.17E-04,3.72E-03,1.34E-03
30699.579,2.488,0.415,3.713,1.328,,3.07E+04,2.49E-03,4.15E-04,3.71E-03,1.33E-03
30699.59,2.488,0.415,3.713,1.328,,3.07E+04,2.49E-03,4.15E-04,3.71E-03,1.33E-03
30749.725,2.488,0.414,3.707,1.321,,3.07E+04,2.49E-03,4.14E-04,3.71E-03,1.32E-03
30749.71,2.488,0.414,3.707,1.321,,3.07E+04,2.49E-03,4.14E-04,3.71E-03,1.32E-03
30799.694,2.488,0.413,3.701,1.314,,3.08E+04,2.49E-03,4.13E-04,3.70E-03,1.31E-03
30849.72,2.488,0.411,3.695,1.307,,3.08E+04,2.49E-03,4.11E-04,3.70E-03,1.31E-03
30849.752,2.488,0.411,3.695,1.307,,3.08E+04,2.49E-03,4.11E-04,3.70E-03,1.31E-03
30899.677,2.488,0.41,3.689,1.301,,3.09E+04,2.49E-03,4.10E-04,3.69E-03,1.30E-03
30899.687,2.488,0.41,3.689,1.301,,3.09E+04,2.49E-03,4.10E-04,3.69E-03,1.30E-03
30949.788,2.488,0.409,3.684,1.294,,3.09E+04,2.49E-03,4.09E-04,3.68E-03,1.29E-03
30999.666,2.488,0.407,3.678,1.287,,3.10E+04,2.49E-03,4.07E-04,3.68E-03,1.29E-03
30999.701,2.488,0.407,3.678,1.287,,3.10E+04,2.49E-03,4.07E-04,3.68E-03,1.29E-03
31049.632,2.488,0.406,3.672,1.281,,3.10E+04,2.49E-03,4.06E-04,3.67E-03,1.28E-03
31099.72,2.488,0.405,3.666,1.274,,3.11E+04,2.49E-03,4.05E-04,3.67E-03,1.27E-03
31099.726,2.488,0.405,3.667,1.274,,3.11E+04,2.49E-03,4.05E-04,3.67E-03,1.27E-03
31149.643,2.488,0.403,3.661,1.268,,3.11E+04,2.49E-03,4.03E-04,3.66E-03,1.27E-03
31149.604,2.488,0.403,3.661,1.268,,3.11E+04,2.49E-03,4.03E-04,3.66E-03,1.27E-03
31199.735,2.488,0.402,3.655,1.261,,3.12E+04,2.49E-03,4.02E-04,3.66E-03,1.26E-03
31249.646,2.488,0.401,3.65,1.255,,3.12E+04,2.49E-03,4.01E-04,3.65E-03,1.26E-03
31249.626,2.488,0.401,3.65,1.255,,3.12E+04,2.49E-03,4.01E-04,3.65E-03,1.26E-03
31299.769,2.488,0.399,3.644,1.249,,3.13E+04,2.49E-03,3.99E-04,3.64E-03,1.25E-03
31299.738,2.488,0.399,3.644,1.249,,3.13E+04,2.49E-03,3.99E-04,3.64E-03,1.25E-03
31349.637,2.488,0.398,3.639,1.242,,3.13E+04,2.49E-03,3.98E-04,3.64E-03,1.24E-03
31399.591,2.488,0.397,3.633,1.236,,3.14E+04,2.49E-03,3.97E-04,3.63E-03,1.24E-03
31399.581,2.488,0.397,3.633,1.236,,3.14E+04,2.49E-03,3.97E-04,3.63E-03,1.24E-03
31449.668,2.488,0.396,3.628,1.23,,3.14E+04,2.49E-03,3.96E-04,3.63E-03,1.23E-03
31449.713,2.488,0.396,3.628,1.23,,3.14E+04,2.49E-03,3.96E-04,3.63E-03,1.23E-03
31499.623,2.489,0.394,3.623,1.224,,3.15E+04,2.49E-03,3.94E-04,3.62E-03,1.22E-03
31549.746,2.488,0.393,3.617,1.218,,3.15E+04,2.49E-03,3.93E-04,3.62E-03,1.22E-03
31549.762,2.488,0.393,3.617,1.218,,3.15E+04,2.49E-03,3.93E-04,3.62E-03,1.22E-03
31599.657,2.489,0.392,3.612,1.212,,3.16E+04,2.49E-03,3.92E-04,3.61E-03,1.21E-03
31649.739,2.488,0.391,3.607,1.206,,3.16E+04,2.49E-03,3.91E-04,3.61E-03,1.21E-03
31649.724,2.489,0.391,3.606,1.206,,3.16E+04,2.49E-03,3.91E-04,3.61E-03,1.21E-03
31699.635,2.488,0.389,3.601,1.2,,3.17E+04,2.49E-03,3.89E-04,3.60E-03,1.20E-03
31699.654,2.489,0.389,3.601,1.2,,3.17E+04,2.49E-03,3.89E-04,3.60E-03,1.20E-03
31749.787,2.489,0.388,3.596,1.194,,3.17E+04,2.49E-03,3.88E-04,3.60E-03,1.19E-03
31799.711,2.488,0.387,3.591,1.188,,3.18E+04,2.49E-03,3.87E-04,3.59E-03,1.19E-03
31799.719,2.489,0.387,3.591,1.188,,3.18E+04,2.49E-03,3.87E-04,3.59E-03,1.19E-03
31849.664,2.488,0.386,3.586,1.182,,3.18E+04,2.49E-03,3.86E-04,3.59E-03,1.18E-03
31849.587,2.489,0.386,3.586,1.182,,3.18E+04,2.49E-03,3.86E-04,3.59E-03,1.18E-03
31899.71,2.489,0.385,3.581,1.176,,3.19E+04,2.49E-03,3.85E-04,3.58E-03,1.18E-03
31949.632,2.489,0.383,3.575,1.17,,3.19E+04,2.49E-03,3.83E-04,3.58E-03,1.17E-03
31949.592,2.489,0.383,3.576,1.17,,3.19E+04,2.49E-03,3.83E-04,3.58E-03,1.17E-03
31999.73,2.489,0.382,3.571,1.164,,3.20E+04,2.49E-03,3.82E-04,3.57E-03,1.16E-03
31999.781,2.489,0.382,3.57,1.164,,3.20E+04,2.49E-03,3.82E-04,3.57E-03,1.16E-03
32049.668,2.489,0.381,3.565,1.159,,3.20E+04,2.49E-03,3.81E-04,3.57E-03,1.16E-03
32099.81,2.489,0.38,3.56,1.153,,3.21E+04,2.49E-03,3.80E-04,3.56E-03,1.15E-03
32099.779,2.489,0.38,3.561,1.153,,3.21E+04,2.49E-03,3.80E-04,3.56E-03,1.15E-03
32149.684,2.489,0.379,3.555,1.147,,3.21E+04,2.49E-03,3.79E-04,3.56E-03,1.15E-03
32149.688,2.489,0.379,3.556,1.147,,3.21E+04,2.49E-03,3.79E-04,3.56E-03,1.15E-03
32199.577,2.489,0.377,3.55,1.142,,3.22E+04,2.49E-03,3.77E-04,3.55E-03,1.14E-03
32249.715,2.489,0.376,3.546,1.136,,3.22E+04,2.49E-03,3.76E-04,3.55E-03,1.14E-03
32249.709,2.489,0.376,3.546,1.136,,3.22E+04,2.49E-03,3.76E-04,3.55E-03,1.14E-03
32299.633,2.489,0.375,3.541,1.131,,3.23E+04,2.49E-03,3.75E-04,3.54E-03,1.13E-03
32349.712,2.489,0.374,3.536,1.125,,3.23E+04,2.49E-03,3.74E-04,3.54E-03,1.13E-03
32349.744,2.489,0.374,3.536,1.125,,3.23E+04,2.49E-03,3.74E-04,3.54E-03,1.13E-03
32399.582,2.489,0.373,3.531,1.12,,3.24E+04,2.49E-03,3.73E-04,3.53E-03,1.12E-03
32399.645,2.489,0.373,3.531,1.12,,3.24E+04,2.49E-03,3.73E-04,3.53E-03,1.12E-03
32449.769,2.489,0.372,3.527,1.114,,3.24E+04,2.49E-03,3.72E-04,3.53E-03,1.11E-03
32499.651,2.489,0.371,3.522,1.109,,3.25E+04,2.49E-03,3.71E-04,3.52E-03,1.11E-03
32499.642,2.489,0.371,3.522,1.109,,3.25E+04,2.49E-03,3.71E-04,3.52E-03,1.11E-03
32549.557,2.489,0.37,3.517,1.104,,3.25E+04,2.49E-03,3.70E-04,3.52E-03,1.10E-03
32549.566,2.489,0.37,3.517,1.104,,3.25E+04,2.49E-03,3.70E-04,3.52E-03,1.10E-03
32599.727,2.489,0.369,3.513,1.099,,3.26E+04,2.49E-03,3.69E-04,3.51E-03,1.10E-03
32649.655,2.489,0.368,3.508,1.093,,3.26E+04,2.49E-03,3.68E-04,3.51E-03,1.09E-03
32649.621,2.49,0.368,3.508,1.093,,3.26E+04,2.49E-03,3.68E-04,3.51E-03,1.09E-03
32699.698,2.489,0.366,3.503,1.088,,3.27E+04,2.49E-03,3.66E-04,3.50E-03,1.09E-03
32699.718,2.49,0.366,3.504,1.088,,3.27E+04,2.49E-03,3.66E-04,3.50E-03,1.09E-03
32749.664,2.489,0.365,3.499,1.083,,3.27E+04,2.49E-03,3.65E-04,3.50E-03,1.08E-03
32799.705,2.489,0.364,3.494,1.078,,3.28E+04,2.49E-03,3.64E-04,3.49E-03,1.08E-03
32799.72,2.489,0.364,3.495,1.078,,3.28E+04,2.49E-03,3.64E-04,3.50E-03,1.08E-03
32849.617,2.489,0.363,3.49,1.073,,3.28E+04,2.49E-03,3.63E-04,3.49E-03,1.07E-03
32849.66,2.489,0.363,3.49,1.073,,3.28E+04,2.49E-03,3.63E-04,3.49E-03,1.07E-03
32899.742,2.489,0.362,3.485,1.068,,3.29E+04,2.49E-03,3.62E-04,3.49E-03,1.07E-03
32949.696,2.489,0.361,3.481,1.063,,3.29E+04,2.49E-03,3.61E-04,3.48E-03,1.06E-03
32949.684,2.489,0.361,3.481,1.063,,3.29E+04,2.49E-03,3.61E-04,3.48E-03,1.06E-03
32999.582,2.49,0.36,3.476,1.058,,3.30E+04,2.49E-03,3.60E-04,3.48E-03,1.06E-03
33049.698,2.49,0.359,3.472,1.053,,3.30E+04,2.49E-03,3.59E-04,3.47E-03,1.05E-03
33049.721,2.489,0.359,3.472,1.053,,3.30E+04,2.49E-03,3.59E-04,3.47E-03,1.05E-03
33099.61,2.489,0.358,3.468,1.048,,3.31E+04,2.49E-03,3.58E-04,3.47E-03,1.05E-03
33099.642,2.49,0.358,3.468,1.048,,3.31E+04,2.49E-03,3.58E-04,3.47E-03,1.05E-03
33149.786,2.49,0.357,3.464,1.043,,3.31E+04,2.49E-03,3.57E-04,3.46E-03,1.04E-03
33199.646,2.489,0.356,3.459,1.038,,3.32E+04,2.49E-03,3.56E-04,3.46E-03,1.04E-03
33199.676,2.489,0.356,3.459,1.038,,3.32E+04,2.49E-03,3.56E-04,3.46E-03,1.04E-03
33249.724,2.489,0.355,3.454,1.033,,3.32E+04,2.49E-03,3.55E-04,3.45E-03,1.03E-03
33249.723,2.489,0.355,3.454,1.033,,3.32E+04,2.49E-03,3.55E-04,3.45E-03,1.03E-03
33299.653,2.49,0.354,3.451,1.028,,3.33E+04,2.49E-03,3.54E-04,3.45E-03,1.03E-03
33349.42,2.489,0.353,3.446,1.024,,3.33E+04,2.49E-03,3.53E-04,3.45E-03,1.02E-03
33349.473,2.49,0.353,3.446,1.024,,3.33E+04,2.49E-03,3.53E-04,3.45E-03,1.02E-03
33399.717,2.489,0.352,3.442,1.019,,3.34E+04,2.49E-03,3.52E-04,3.44E-03,1.02E-03
33399.735,2.49,0.352,3.442,1.019,,3.34E+04,2.49E-03,3.52E-04,3.44E-03,1.02E-03
33449.586,2.489,0.351,3.438,1.014,,3.34E+04,2.49E-03,3.51E-04,3.44E-03,1.01E-03
33499.745,2.49,0.35,3.434,1.009,,3.35E+04,2.49E-03,3.50E-04,3.43E-03,1.01E-03
33499.74,2.49,0.35,3.434,1.009,,3.35E+04,2.49E-03,3.50E-04,3.43E-03,1.01E-03
33549.637,2.49,0.349,3.43,1.005,,3.35E+04,2.49E-03,3.49E-04,3.43E-03,1.01E-03
33549.641,2.49,0.349,3.43,1.005,,3.35E+04,2.49E-03,3.49E-04,3.43E-03,1.01E-03
33599.714,2.489,0.348,3.425,1,,3.36E+04,2.49E-03,3.48E-04,3.43E-03,1.00E-03
33649.646,2.49,0.347,3.422,0.996,,3.36E+04,2.49E-03,3.47E-04,3.42E-03,9.96E-04
33649.682,2.49,0.347,3.422,0.996,,3.36E+04,2.49E-03,3.47E-04,3.42E-03,9.96E-04
33699.549,2.49,0.346,3.417,0.991,,3.37E+04,2.49E-03,3.46E-04,3.42E-03,9.91E-04
33749.673,2.49,0.345,3.413,0.987,,3.37E+04,2.49E-03,3.45E-04,3.41E-03,9.87E-04
33749.686,2.49,0.345,3.413,0.987,,3.37E+04,2.49E-03,3.45E-04,3.41E-03,9.87E-04
33799.594,2.49,0.344,3.41,0.982,,3.38E+04,2.49E-03,3.44E-04,3.41E-03,9.82E-04
33799.612,2.49,0.344,3.409,0.982,,3.38E+04,2.49E-03,3.44E-04,3.41E-03,9.82E-04
33849.653,2.49,0.343,3.406,0.977,,3.38E+04,2.49E-03,3.43E-04,3.41E-03,9.77E-04
33899.632,2.49,0.342,3.401,0.973,,3.39E+04,2.49E-03,3.42E-04,3.40E-03,9.73E-04
33899.634,2.49,0.342,3.402,0.973,,3.39E+04,2.49E-03,3.42E-04,3.40E-03,9.73E-04
33949.711,2.49,0.341,3.398,0.969,,3.39E+04,2.49E-03,3.41E-04,3.40E-03,9.69E-04
33949.747,2.49,0.341,3.397,0.969,,3.39E+04,2.49E-03,3.41E-04,3.40E-03,9.69E-04
33999.621,2.49,0.34,3.393,0.964,,3.40E+04,2.49E-03,3.40E-04,3.39E-03,9.64E-04
34049.78,2.49,0.339,3.389,0.96,,3.40E+04,2.49E-03,3.39E-04,3.39E-03,9.60E-04
34049.774,2.49,0.339,3.39,0.96,,3.40E+04,2.49E-03,3.39E-04,3.39E-03,9.60E-04
34099.678,2.49,0.338,3.386,0.956,,3.41E+04,2.49E-03,3.38E-04,3.39E-03,9.56E-04
34099.702,2.49,0.338,3.386,0.956,,3.41E+04,2.49E-03,3.38E-04,3.39E-03,9.56E-04
34149.57,2.49,0.337,3.382,0.951,,3.41E+04,2.49E-03,3.37E-04,3.38E-03,9.51E-04
34199.669,2.49,0.336,3.378,0.947,,3.42E+04,2.49E-03,3.36E-04,3.38E-03,9.47E-04
34199.706,2.49,0.337,3.378,0.947,,3.42E+04,2.49E-03,3.37E-04,3.38E-03,9.47E-04
34249.579,2.49,0.336,3.374,0.943,,3.42E+04,2.49E-03,3.36E-04,3.37E-03,9.43E-04
34249.614,2.49,0.336,3.374,0.943,,3.42E+04,2.49E-03,3.36E-04,3.37E-03,9.43E-04
34299.723,2.49,0.335,3.371,0.939,,3.43E+04,2.49E-03,3.35E-04,3.37E-03,9.39E-04
34349.628,2.49,0.334,3.367,0.934,,3.43E+04,2.49E-03,3.34E-04,3.37E-03,9.34E-04
34349.641,2.49,0.334,3.367,0.934,,3.43E+04,2.49E-03,3.34E-04,3.37E-03,9.34E-04
34399.724,2.49,0.333,3.363,0.93,,3.44E+04,2.49E-03,3.33E-04,3.36E-03,9.30E-04
34399.727,2.49,0.333,3.363,0.93,,3.44E+04,2.49E-03,3.33E-04,3.36E-03,9.30E-04
34449.647,2.49,0.332,3.36,0.926,,3.44E+04,2.49E-03,3.32E-04,3.36E-03,9.26E-04
34499.577,2.49,0.331,3.356,0.922,,3.45E+04,2.49E-03,3.31E-04,3.36E-03,9.22E-04
34499.546,2.49,0.331,3.356,0.922,,3.45E+04,2.49E-03,3.31E-04,3.36E-03,9.22E-04
34549.641,2.49,0.33,3.353,0.918,,3.45E+04,2.49E-03,3.30E-04,3.35E-03,9.18E-04
34549.638,2.49,0.33,3.352,0.918,,3.45E+04,2.49E-03,3.30E-04,3.35E-03,9.18E-04
34599.667,2.49,0.329,3.349,0.914,,3.46E+04,2.49E-03,3.29E-04,3.35E-03,9.14E-04
